emotion,model_used,status,error,rationale,V_right_pole_score_0_1000,V_left_pole_score_0_1000,V_signed_score_m1000_to_p1000,V_direction_label,V_direction_code,V_confidence_0_1,A_right_pole_score_0_1000,A_left_pole_score_0_1000,A_signed_score_m1000_to_p1000,A_direction_label,A_direction_code,A_confidence_0_1,C_right_pole_score_0_1000,C_left_pole_score_0_1000,C_signed_score_m1000_to_p1000,C_direction_label,C_direction_code,C_confidence_0_1,U_right_pole_score_0_1000,U_left_pole_score_0_1000,U_signed_score_m1000_to_p1000,U_direction_label,U_direction_code,U_confidence_0_1,S_right_pole_score_0_1000,S_left_pole_score_0_1000,S_signed_score_m1000_to_p1000,S_direction_label,S_direction_code,S_confidence_0_1
vindictive,google/gemini-3-flash-preview,ok,,"Vindictiveness is a high-arousal, socially-directed negative state where the individual feels enough agency to seek retribution for a perceived certain wrong.",180,820,-640,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.9,640,360,280,toward_right_pole,1,0.85,210,790,-580,toward_left_pole,-1,0.8,890,110,780,toward_right_pole,1,0.95
violated,google/gemini-3-flash-preview,ok,,"Violated represents a high-arousal, low-control negative state triggered by an external social transgression that compromises the individual's boundaries and agency.",85,915,-830,toward_left_pole,-1,0.95,720,280,440,toward_right_pole,1,0.85,110,890,-780,toward_left_pole,-1,0.9,640,360,280,toward_right_pole,1,0.8,880,120,760,toward_right_pole,1,0.9
vulnerable,google/gemini-3-flash-preview,ok,,"Vulnerability is defined by low control and high uncertainty, typically leaning negative due to the risk of harm, while maintaining moderate social and arousal levels.",310,690,-380,toward_left_pole,-1,0.85,580,420,160,toward_right_pole,1,0.8,120,880,-760,toward_left_pole,-1,0.95,740,260,480,toward_right_pole,1,0.9,620,380,240,toward_right_pole,1,0.8
warm,google/gemini-3-flash-preview,ok,,"Warmth is a highly positive, low-arousal state characterized by social connection, safety, and predictable comfort.",845,155,690,toward_right_pole,1,0.95,320,680,-360,toward_left_pole,-1,0.85,610,390,220,toward_right_pole,1,0.8,180,820,-640,toward_left_pole,-1,0.85,790,210,580,toward_right_pole,1,0.9
wary,google/gemini-3-flash-preview,ok,,"Wary is a state of cautious suspicion characterized by high uncertainty and social orientation, involving moderate arousal and slightly negative valence.",380,620,-240,toward_left_pole,-1,0.9,520,480,40,balanced,0,0.85,410,590,-180,toward_left_pole,-1,0.8,820,180,640,toward_right_pole,1,0.95,740,260,480,toward_right_pole,1,0.85
wistful,google/gemini-3-flash-preview,ok,,"Wistfulness is a low-arousal, bittersweet emotion involving a passive longing for the past, combining mild negative valence with low perceived control over time.",420,580,-160,toward_left_pole,-1,0.9,310,690,-380,toward_left_pole,-1,0.85,380,620,-240,toward_left_pole,-1,0.8,250,750,-500,toward_left_pole,-1,0.75,450,550,-100,toward_left_pole,-1,0.7
withdrawn,google/gemini-3-flash-preview,ok,,"Withdrawn represents a low-arousal, negative state defined by social detachment and reduced agency, typically manifesting as a self-oriented retreat from external interaction.",280,720,-440,toward_left_pole,-1,0.9,150,850,-700,toward_left_pole,-1,0.95,310,690,-380,toward_left_pole,-1,0.85,420,580,-160,toward_left_pole,-1,0.8,110,890,-780,toward_left_pole,-1,0.95
worried,google/gemini-3-flash-preview,ok,,"Worried is a high-uncertainty, low-control negative state with moderate arousal, driven by the anticipation of unpredictable future threats.",280,720,-440,toward_left_pole,-1,0.95,620,380,240,toward_right_pole,1,0.9,310,690,-380,toward_left_pole,-1,0.85,890,110,780,toward_right_pole,1,0.95,450,550,-100,toward_left_pole,-1,0.8
wrathful,google/gemini-3-flash-preview,ok,,"Wrathful is a high-arousal, negative emotion characterized by a strong sense of agency and an outward, social focus toward a perceived source of grievance.",110,890,-780,toward_left_pole,-1,0.95,940,60,880,toward_right_pole,1,0.98,720,280,440,toward_right_pole,1,0.85,210,790,-580,toward_left_pole,-1,0.8,680,320,360,toward_right_pole,1,0.85
yearning,google/gemini-3-flash-preview,ok,,"Yearning is a bittersweet, high-social-orientation state marked by low agency and persistent longing for an absent or unattainable target.",410,590,-180,toward_left_pole,-1,0.85,580,420,160,toward_right_pole,1,0.8,320,680,-360,toward_left_pole,-1,0.9,640,360,280,toward_right_pole,1,0.75,720,280,440,toward_right_pole,1,0.85
